"","document_name","Text","author","author_type","date_constructed","probability","year","additional_info","unique_ID","topic_name_short","author_category","nra_group","sentiment","energy_crisis","manual_annotation","paradigm_aspect"
"1614","24_NRA Report_Czechia_EN_for 23_Cropped.json","As part of the yearly settlement of compensations, ERO will have to check approximately 150 applications (only under Government Order 5/2023) with yearly data summaries, which will entail in detail some 1,800 monthly closing applications for compensation and 5,500 attached files containing detailed data on the various supply points. For illustration, this approximately means the processing and checking of data and calculations for 4 million supply points (an estimate based on the monthly advances for compensation for 2023).","NRA Report","Czechia",2024-01-01,0.594192986648644,2024,"for 23",35227,"Portugal Consumers","Regulators","Eastern Europe",NA,0,FALSE,"other"
"1615","24_NRA Report_Portugal_EN_for 23_Cropped.json","The protection of the rights and interests of energy consumers is one of ERSEs general responsibilities, which is reflected in all of its activities and underpins its regulatory decisions, namely in the establishment of rules for the commercial relationship with energy customers, in the setting of tariffs, in the establishment of rules regarding the quality of the services provided and in providing information and support to consumers.","NRA Report","Portugal",2024-01-01,0,2024,"for 23",35970,"Portugal Consumers","Regulators","Southern Europe",NA,0,FALSE,"liberal_instruments"
"1616","140600_OIES_The Outlook for Natural Gas Demand in Europe.json","Massive investments were made in gasfired capacity in the 2000s. However, gas is still dispatched after hydro, wind, solar and nuclear which represent around 50% of total generation. In addition, because gas is imported under longterm contracts, mostly under oilindexed formulae, gas has been losing market share to coal as the cost of generating power from gas became uncompetitive compared to the cost of generating power from coal in 2012-2013 as seen in Figure 17. 36","OIES",NA,2014-06-01,0.932675752269292,2014,"The Outlook for Natural Gas Demand in Europe",36328,"Power Generation","Thinktanks","Other",NA,0,FALSE,"realist_instruments"
"1617","22_NRA Report_Romania_EN_for 21_Cropped.json","Structure per primary energy sources  energy production in Romania; Electricity production in Romania in 2021; Conventional sources: coal, nuclear, natural gas, fuel oi, other conventional sources; Renewable sources: hydro-electric, wind power, biomass, solar, other renewable sources; Environmental impact at Romanias level; specific CO2 emissions, radioactive waste, According to the Order of the President of ANRE no. 61/2016, with subsequent amendments and completions  Energy labelling regulation (www.anre.ro)","NRA Report","Romania",2022-01-01,0,2022,"for 21",32729,"Power Generation","Regulators","Eastern Europe",NA,0,FALSE,"other"
"1618","23_NRA Report_France_EN_for 22_Cropped.json","In 2022, French nuclear generation reached an all-time low of 279 TWh, 82 TWh less than in 2021 and 56 TWh less than in 2020, a year of exceptional disruptions and low production due to the Covid crisis. As a result of this generation deficit, France was, exceptionally, a net importer over the whole of 2022, by a total of 16 TWh. In addition to imports, the fall in production was mainly offset by a rise in gas-fired generation, as droughts and low water levels had a negative impact on hydroelectric power.","NRA Report","France",2023-01-01,0,2023,"for 22",33453,"Power Generation","Regulators","Western Europe",NA,1,FALSE,"realist_objectives"
"1619","180300_OIES_Gazprom in Europe â€“ two â€œAnni Mirabilesâ€, but can it continue.json","In addition to this accelerating policy shift away from coal, the economics of coal-to-gas switching have also been improving thanks to a rising coal price. This has mainly been driven by a change in Chinese energy policy, with environmental pressures encouraging the government to reduce coal production from its least efficient mines and thus causing an increase in imports.6 The impact on global coal markets has caused a sharp increase in prices, which have risen from a low of below $40/tonne in February 2016 to a high of $89/tonne in November 2017.7 Combined with an equally significant rise in the carbon price in Europe, from a low of below 5 per tonne in March 2016 to a high of 7.60 per tonne in December 2017, then the impact on the economics of coal to gas switching has been transformed in continental Europe, as well as the UK.8 Figure 2 shows the range of coal prices (in $/MMBtu) at which","OIES",NA,2018-03-01,0,2018,"Gazprom in Europe â€“ two â€œAnni Mirabilesâ€, but can it continue",40707,"Power Generation","Thinktanks","Other",NA,0,FALSE,"other"
"1620","150700_OIES_The Role of Gas in UK Energy Policy.json","There is also a major risk for the consumer that capacity which has intermittent generation continues to be added but reliability falls. Excess capacity is therefore required at significantly greater overall cost. For example in 2013/14 total capacity was 91GW against the predicted average cold spell requirement of 60GW. By 2035/36 under the gone green scenario the numbers are 163GW and 68GW respectively. A study commissioned by Centrica (2014) estimates that a cost optimized build-out would result in higher utilization for CCGT but lower overall capacity of 88GW against a policy forecast of 129 GW.","OIES",NA,2015-07-01,1,2015,"The Role of Gas in UK Energy Policy",37645,"Power Generation","Thinktanks","Other",NA,0,FALSE,"realist_objectives"
"1621","17_ENTSOG_Winter Supply_Review_for16.json","Nevertheless, related with gas system, the Gas National Operator requested to switch from gas generation to Heavy Fuel-oil (HFO) for some units in order to protect the natural gas system. This measure was applied from 08/01/2017 to 11/01/2017 for 190 MW thermal generation11 . However, the share of natural gas to power generation in mix increased from 8% to 10% during January 2017 compared with January 2016, during which time the share of lignite was lower.","ENTSOG","Winter Supply_Review",2017-01-01,0,2017,"for16.json",8163,"Power Generation","Regulators","Other",NA,0,FALSE,"realist_instruments"
"1622","180500_OIES_The Role of Natural Gas, Renewables and Energy Efficiency in Decarbonisation in Germany.json","Nuclear production went down from 140.6 TWh in 2010 (108.0 TWh in 2011) to 75.0 TWh in 2017, in line with the closing down of nuclear plants. Lignite was stable, developing from 145.9 TWh in 2010 to 148.0 TWh in 2017. Hard coal increased from 117 TWh in 2010 to 127.3 TWh in 2013 and then fell to 94.2 TWh in 2017, while natural gas decreased from 89.3 TWh in 2010 to 62.0 TWh in 2015, but then increased substantially to 81.3 TWh and 86.0 TWh in 2016 and 2017 respectively.","OIES",NA,2018-05-01,0.959975416284514,2018,"The Role of Natural Gas, Renewables and Energy Efficiency in Decarbonisation in Germany",41362,"Power Generation","Thinktanks","Other",NA,0,FALSE,"other"
"1623","23_NRA Report_Portugal_EN_for 22_Cropped.json","Since 2018, Galp has been reducing its relative weight in total RNTG entries, registering in 2022, for the first time in the analysed period, a share of less than 50% of the entries. In the opposite direction, EDP and Endesa recorded continuous growth in their shares during this period. The imports of these companies resulted, in large part, from the coverage needs associated with the supply of their natural gas combined cycle plants, which increased, in global terms, the generation of electricity compared to 2021, due to the occurrence of less favourable conditions for renewable generation from hydro.","NRA Report","Portugal",2023-01-01,0,2023,"for 22",34481,"Power Generation","Regulators","Southern Europe",NA,1,FALSE,"liberal_objectives"
"1624","21_NRA Report_Italy_EN_Cropped.json","Consistent with the reduction in demand, the foreign balance also decreased by 15.6%, with net imports falling from 38.2 TWh in 2019 to 32.2 TWh. As a result, the share of domestic demand covered by the foreign balance fell from 11.9% to 10.6%, the lowest level in 20 years. The decrease in the foreign balance is due to the reduction in imports (-9.5%) and the simultaneous increase in exports (+30%). The drop in imports is probably due to the increased use of renewable generation. The increase in exports was partly driven by the high competitiveness of Italian solar thermal and wind power production.","NRA Report","Italy",2021-01-01,0,2021,NA,29895,"Power Generation","Regulators","Southern Europe",NA,0,FALSE,"liberal_objectives"
"1625","22_NRA Report_Germany_EN_Cropped.json","At 551.3 terawatt hours (TWh), Germany's net electricity generation in 2021 was 3.3% higher than the 2020 level. Conventional power plants recorded an increase in electricity generation of around 11.6%. There was a steep rise particularly in electricity generation by coal-fired power plants. Generation from renewable energy sources fell by 17 TWh compared with the previous year. This was mainly because there was less wind and sun. The share of renewables in gross electricity consumption was around 40%.","NRA Report","Germany",2022-01-01,1,2022,NA,31329,"Power Generation","Regulators","Western Europe",NA,0,FALSE,"other"
"1626","241000_OIES_What Drives International Gas Prices in Competitive Markets Four Fallacies and a Hypothesis.json","Some of the other factors influencing the spot prices can be broadly categorised as competing fuels or prices. The coal price (adjusted for efficiency and the relative carbon cost) competes with the gas price in power generation and this has been observed particularly in the US and Europe, as shown in Figure 3 for Europe. From 2016 to 2021, the TTF price and the adjusted coal price, tracked each other fairly closely.","OIES",NA,2024-10-01,0,2024,"What Drives International Gas Prices in Competitive Markets Four Fallacies and a Hypothesis",55348,"Power Generation","Thinktanks","Other",NA,0,FALSE,"liberal_objectives"
"1627","17_ACER_Report_for16","Thanks to its flexibility, gas-fired power generation is playing more and more a crucial back-up role for higher levels of intermittent renewable energy sources. At the same time, in many parts of Europe a reduction in installed coal generation capacity can be observed. However, reducing the role of gas in power generation to a backup fuel for RES could put downward pressure on total gas consumption. Nevertheless, there are some optimistic forecasts mainly linked to increasing gas use in land and maritime transportation. This could add up to 30 bcm/ year in 2025 according to some medium-range estimates14. However, to date the penetration of these new uses of gas remains limited15.","ACER","Report",2017-01-01,0.960261250095132,2017,"for16",1427,"Power Generation","Regulators","Other",NA,0,FALSE,"climate_objectives"
"1628","220722_Commission_Implementing Decision_CELEX_32022D1286_EN_TXT.json","44 TWh (spot) + 61 TWh (futures via the exchange) + 70 TWh (other OTC deals). Total consumption of electricity was 113 TWh. The ratio between total volume traded and total consumption was therefore approximately 1,5 (175TWh/113 TWh). The 2020 data comes from the European Commissions quarterly report on European electricity markets, 4th quarter 2020, p. 20 (<https://ec.europa.eu/energy/sites/default/files/quarterly_report_on_european_electricity_markets_q4_2020.pdf>)https://ec.europa.eu/energy/sites/default/files/ (<https://ec.europa.eu/energy/sites/default/files/quarterly_report_on_european_electricity_markets_q4_2020.pdf>)quarterly_report_on_european_electricity_markets_q4_2020.pdf","Commission","Implementing Decision",2022-07-22,0.915292078520053,2022,"CELEX_32022D1286_EN_TXT.json",7337,"Power Generation","EU Institutions","Other",NA,0,FALSE,"liberal_instruments"
"1629","241031_Eurogas_JEAG-EMIR-3.0-PP-on-level2-measures-20241014.json","Due to their experience of the physical power markets which is indispensable to manage the vPPA. The payments under such contracts depend not only on a price index, but also on the real physical production of a wind or solar farm by taking into account the metered data of produced renewable energy (pay as produced). Therefore, these contracts share some characteristics of commercial power production and physical delivery activities. In fact, offering these PPAs has the same effect as investing in new power plants, which is part of the main business of energy market participants, solely without entering the investment risk as such.","Eurogas",NA,2024-10-31,0,2024,"JEAG-EMIR-3.0-PP-on-level2-measures-20241014.json",11477,"Power Generation","Eurogas","Other",NA,0,FALSE,"liberal_instruments"
"1630","18_NRA Report_Germany_EN_Cropped.json","At 601.4 TWh, Germany's net electricity generation in 2017 corresponded to the 2016 level (601.4 TWh). Generation from non-renewable energy sources decreased disproportionately by 24.7 TWh. After only a slight increase in renewable electricity generation in 2016, there was a substantial increase of 24.6 TWh in 2017, with renewable electricity generation being equivalent to 36% of gross electricity consumption.","NRA Report","Germany",2018-01-01,1,2018,NA,23361,"Power Generation","Regulators","Western Europe",NA,0,FALSE,"other"
"1631","18_NRA Report_Romania_EN_for 17_Cropped.json","Overall, 2017 was characterized by an increase in domestic electricity consumption by more than 3% compared to 2016, calculated based on the energy supplied to grids by producers with installed capacity of more than 5 MW and the import-export balance. Trade exchanges with other power systems resulted in exports, but less than in 2016 in terms of quantity.","NRA Report","Romania",2018-01-01,0,2018,"for 17",24553,"Power Generation","Regulators","Eastern Europe",NA,0,FALSE,"other"
"1632","230600_OIES_Is Australia quietly quitting the LNG business.json","Like many other countries Australia is in the middle of an energy transition but with a different starting point. As a dry continent, Australia only has limited hydro resources. Although the country is one of the worlds major uranium exporters and is in the process of acquiring nuclear submarines, it has no nuclear electricity generation, based on long standing government anti-nuclear policies. What it does have is plenty of coal, with heavy reliance on coal for electricity generation. In 2022 59% of east coast electricity was still being generated from coal60 . As part of the energy transition coal-fired generation is now declining quickly (down from 63% the year before) and increasingly unreliable.","OIES",NA,2023-06-01,0,2023,"Is Australia quietly quitting the LNG business",52116,"Power Generation","Thinktanks","Other",NA,0,FALSE,"other"
"1633","24_NRA Report_Austria_EN_for 23.json","The Renewable Energy Expansion Act provides for 100% of electricity consumption to be covered by renewable generation by 2030. To this end, the target has been set to generate an additional 27 TWh of electricity from renewable sources by 2030. Converted to the individual technologies, this means an annual increase in generation volumes of:","NRA Report","Austria",2024-01-01,0.966300982909901,2024,"for 23",34826,"Power Generation","Regulators","Western Europe",NA,0,FALSE,"climate_objectives"
"1634","151008_Ifri_The European Gas Market Looking for Its Golden Age.json","In 2014, despite the slowdown in renewable energy development and revision of the FITs in a number of countries to limit the cost of subsidies to renewables, the mothballing and closure of thermal plants have accelerated, reaching 28 GW (UBS, 2015). This means that a total capacity of about 70 GW has been closed since 2010.","Ifri",NA,2015-10-08,0,2015,NA,13264,"Power Generation","Thinktanks","Other",NA,0,FALSE,"other"
"1635","240212_OSW_Key to the future of the Energiewende support for building new power plants.json","by that time. Meanwhile, an increasingly plausible scenario is emerging in which a large portion of the remaining coal-fired power plants will be placed in reserve at the legislators discretion towards the end of the decade (according to regulations currently in force, coal power plants with a total capacity of 17 GW can operate until 2030). In several cases, the Federal Network Agency (BNetzA) has already refused to issue permits for the decommissioning of individual units until at least 2031, because they are essential for the power grid. Germany will only be able to completely phase out coal on condition that additional power plants are built in the following years based on the planned capacity market mechanism.","OSW",NA,2024-02-12,0.973841193956689,2024,"Key to the future of the Energiewende support for building new power plants",56869,"Power Generation","Thinktanks","Other",NA,1,FALSE,"realist_instruments"
"1636","190500_OIES_Challenges of Industrial Gas Demand in the Czech Republic, Poland and Slovakia.json","The reference scenario is the medium scenario, which envisages a significant increase in gross inland energy consumption supported by increased nuclear electricity consumption with the start-up of Mochovce 3 and 4 nuclear power plant and the planned new nuclear power plant at Jaslovsk Bohunice. A decline in coal consumption is expected, balanced out with an increase in consumption of nuclear electricity, natural gas and RES. In 2020, nuclear power should represent almost 31%, natural gas 23%, coal 16.5%, oil 18.6% and RES 11%. In 2030, nuclear power should represent almost 31%, natural gas 23%, coal 12.5%, oil 17.8% and RES 15.8%. The slight growth in use of natural gas is seen as an option to reduce CO2 emissions.","OIES",NA,2019-05-01,0.959230448276164,2019,"Challenges of Industrial Gas Demand in the Czech Republic, Poland and Slovakia",43916,"Power Generation","Thinktanks","Other",NA,0,FALSE,"realist_objectives"
"1637","18_NRA Report_Greece_EN_Cropped.json","As depicted in Figure 23, total gas demand in 2017 (4.9 bcm) increased significantly compared to that of 2016 (4.05bcm). This increase comes from all sectors, but the Power Generation sector accounts for approximately 60% of that increase. Natural gas generation units have managed to increase their percentage in the energy mix from 24% to 30%, decreasing the percentage of the Interconnections.","NRA Report","Greece",2018-01-01,0,2018,NA,23724,"Power Generation","Regulators","Southern Europe",NA,0,FALSE,"other"
"1638","180500_OIES_The Role of Natural Gas, Renewables and Energy Efficiency in Decarbonisation in Germany.json","The basic rule should be that each country should be able to cover its peak load by its own dispatchable capacity including a safety margin (thermal, plus hydro, plus biomass, plus nuclear, but at most the historic minimum of wind and PV capacity, if at all). In its most recent country reports, the IEA is very critical of the generation adequacy in the UK, Belgium, Germany and France.he most recent IEA country review of the Netherlands (2014) confirms that generation adequacy remains strong under the most ambitious medium-term scenario for expansion of variable renewables generation in the Netherlands. The same is stated for the robust dispatchable generation reserve by 2030. 138 By contrast, the coalition agreement of the Dutch government formed by Mark Rutte139 in October 2017 promised to close all coal-fired power plants by 2030, including the three plants only completed in 2015; a policy driven more by green symbolism than by a rationale of decarbonisation, nor by responsibility for reliable power supply.","OIES",NA,2018-05-01,0.976179637055718,2018,"The Role of Natural Gas, Renewables and Energy Efficiency in Decarbonisation in Germany",41400,"Power Generation","Thinktanks","Other",NA,0,FALSE,"realist_objectives"
"1639","22_NRA Report_France_EN_for 21_Cropped.json","However, the result of this study is a useful assessment. The French market has one of the largest installed bases and electricity consumption in Europe. The average power demand over the year is about 50 GW, with a minimum of about 30 GW and a peak of about 90 GW. An unavailability of less than 100 MW, i.e. 0.2% of the average power demand, is unlikely to have a significant impact on the price of wholesale energy products, except in exceptional situations.","NRA Report","France",2022-01-01,0,2022,"for 21",31249,"Power Generation","Regulators","Western Europe",NA,0,FALSE,"other"
"1640","210700_OIES_Energy Transition Modelling the Impact on Natural Gas.json","IEA NZE has more oil than FAV1.5 and UNFAV1.5, which appears to be industry, including use as a feedstock, and gains share in this sector compared to natural gas, which reverses the long run trend. IEA NZE also has slightly less coal but that is consistent with achieving net zero emissions.","OIES",NA,2021-07-01,0,2021,"Energy Transition Modelling the Impact on Natural Gas",48385,"Power Generation","Thinktanks","Other",NA,0,FALSE,"climate_framework"
"1641","151203_SWP_Russian Energy Policies Revisited.json","requires that any project should use a certain amount of equipment produced in Russia. Thus, for example, in order to obtain government support for the projects based on wind energy, the share of Russian-produced equipment and components should be 35 per cent in 2014 and 65 per cent from 2016 to 2020. For solar equipment and components, it is 50 per cent in the  period and 70 per cent from 2016 to 2020.209 At present, the biggest and only producer of solar panels in Russia is Hevel Solar, established by Renova (51 per cent) of Viktor Vekselberg, and Rosnano (49 per cent) of Anatoliy Chubais. Production capacities of Hevel are estimated at 100 MW in 2013210 and 130 MW in 2014, whereas all other Russian producers have capacities only for 10 MW total.","SWP",NA,2015-12-03,0.896040131530839,2015,"Russian Energy Policies Revisited",57187,"Power Generation","Thinktanks","Other",NA,0,FALSE,"realist_instruments"
"1642","141000_OIES_Reducing European Dependence on Russian Gas â€“ distinguishing natural gas security from geopolitics.json","If we apply the same methodology in 2020, it seems possible that all electricity from gas plants could be generated from coal plants in Austria, the Czech Republic, Estonia, Finland, Poland, Bulgaria, and Latvia (which in this scenario will have sufficient coal capacity for this by 2020). In Slovenia, most of the electricity from gas could be generated from coal plants, but not all. Coal plants alone would only be able to cover about 50 per cent of the electricity generated from gas plants in Austria, Greece, and Turkey, while in Hungary, they could probably only cover about 10 per cent. By 2030, in theory all electricity from gas plants could be easily be generated from coal plants in Austria, the Czech","OIES",NA,2014-10-01,0,2014,"Reducing European Dependence on Russian Gas â€“ distinguishing natural gas security from geopolitics",36908,"Power Generation","Thinktanks","Other",NA,0,FALSE,"realist_objectives"
"1643","180500_OIES_The Role of Natural Gas, Renewables and Energy Efficiency in Decarbonisation in Germany.json","The increase in renewables compensated for the loss of production from one nuclear plant shut down in mid-2015 and led to a reduction in the total gas and coal-fired production (corresponding to about 20 mln t CO2 emissions per year). However, it did not go beyond that, particularly, it did not push out any lignite-based power production. Instead, net exports increased by 46 TWh (approximately 50 mln t","OIES",NA,2018-05-01,0.988698736983834,2018,"The Role of Natural Gas, Renewables and Energy Efficiency in Decarbonisation in Germany",41364,"Power Generation","Thinktanks","Other",NA,0,FALSE,"other"
"1644","220906_Bruegel_Policy Contribution_A grand bargain to steer through the European Unionâ€™s energy crisis.json","As almost all fuels are affected, short-term fuel-switching supply elasticities are close to being exhausted. For example, EU coal-fired power generation increased only from 82 terawatt hours in the second quarter of 2021 to 95 TWh in the second quarter of 2022 because available capacities were limited and coal prices tripled. Instead, demand reductions  both actual and anticipated  now play an outsized role in clearing the market.","Bruegel","Policy Contribution",2022-09-06,0,2022,"A grand bargain to steer through the European Unionâ€™s energy crisis.json",3766,"Power Generation","Thinktanks","Other",NA,1,FALSE,"realist_objectives"
"1645","16_ENTSOG_Winter Supply_Review_for15.json","No data are available for the whole winter 2015/2016 yet for the the electricity generation mix. In absolute terms, the electricity produced from gas was 203 TWh in Winter 2014/15, representing 12% of the generation mix. As shown in the graphs below, the share of fossil fuels in the power generation dropped to 39%, a reduction of 1% compared to the previous winter. The composition of the fossil fuel generation remained largely similar in percentage terms. Non fossil fuels also saw variations from the previous year, with reductions from Hydro (-2%), Nuclear (-1%) and increases from Wind (+1%) and Other (+1%).","ENTSOG","Winter Supply_Review",2016-01-01,0.884337660878774,2016,"for15.json",8101,"Power Generation","Regulators","Other",NA,0,FALSE,"other"
"1646","180300_OIES_Gazprom in Europe â€“ two â€œAnni Mirabilesâ€, but can it continue.json","available coal-fired capacity in the EU as of February 2018), 35 opening a gap for alternative fuels including gas. Furthermore, the phase out of nuclear plants in countries such as Germany and Sweden for either political or commercial reasons, plus delays in new nuclear plants elsewhere (for example, in the UK), means that the opportunity could be even larger, although the role of gas as a replacement fuel will depend on the specific circumstances of individual countries. In many of them renewables will be the preferred source of power generation and there may be as much as 146GW of new capacity by 2030, and in this context the real opportunity for gas is not in new power plants but in the greater utilisation of existing capacity. Indeed, we see no net increase in gas capacity by 2030, although we do foresee an increase in gas demand for power generation of around 30 Bcm by then. With demand in the industrial and residential sectors remaining largely flat, and with transport growing, but from a very low base, we can envisage an overall increase in demand of 30-35 Bcm by the end of the next decade from the 2016 figure of 502 Bcm. This is hardly a controversial view, as it is consistent with the IEA forecast from the 2017 World Energy Outlook, which sees a marginal increase in EU gas demand by 2030,36 and also corresponds with the consensus shown by Gazprom itself, which expects a demand increase of 10-36 Bcm by 2035.37","OIES",NA,2018-03-01,1,2018,"Gazprom in Europe â€“ two â€œAnni Mirabilesâ€, but can it continue",40721,"Power Generation","Thinktanks","Other",NA,0,FALSE,"liberal_objectives"
"1647","15_ENTSOG_Winter Supply_Review_for14.json","In absolute terms, the electricity produced from gas was 203 TWh in Winter 2014/15, representing 12% of the generation mix. As shown in the graphs below, the share of fossil fuels in the power generation dropped to 39%, a reduction of 1% compared to the previous winter. The composition of the fossil fuel generation remained largely similar in percentage terms. Non fossil fuels also saw variations from the previous year, with reductions from Hydro (-2%), Nuclear (-1%) and increases from Wind (+1%) and Other (+1%).","ENTSOG","Winter Supply_Review",2015-01-01,0.876047989472065,2015,"for14.json",8059,"Power Generation","Regulators","Other",NA,0,FALSE,"other"
"1648","190500_OIES_Challenges of Industrial Gas Demand in the Czech Republic, Poland and Slovakia.json","The second target is for all EU states to increase the use of renewables to 20% of the gross energy balance by 2020, although some countries, including the Czech Republic were given exemptions. The Czech exemption set a target of 13% by 20203 but it achieved 14.9% by 2016, a small decline from 15% in 2015. The 32% target for 2030 will thus be challenging since the country is still committed to nuclear power and relies heavily on local coal. The current Czech energy strategy envisages a gradual development of renewable energy sources, primarily photovoltaic and wind power plants and it is anticipated that communal waste will be more widely used in electricity production than at present. There will also be an increase in electricity production from biogas-fired power stations. However, it will not be a sharp increase, because economic support will be available only in connection with heat supplies, the options for which are very limited in rural areas. Nevertheless, it is certainly possible for the Czech Republic to achieve the 32% target with moderate investments over the next decade.","OIES",NA,2019-05-01,0,2019,"Challenges of Industrial Gas Demand in the Czech Republic, Poland and Slovakia",43624,"Power Generation","Thinktanks","Other",NA,0,FALSE,"climate_objectives"
"1649","170100_OIES_The Future of Gas in Decarbonising European Energy Markets â€“ the need for a new approach.json","78 Although it is misleading to take the UK, with significant numbers of very old and inefficient coal-fired stations as well as more efficient gas-fired stations, as an example of what could be achieved elsewhere in Europe where power generation fleet composition and age profiles are very different. Plus, as noted above, relative coal and gas prices remain important even with a high carbon support price.","OIES",NA,2017-01-01,0,2017,"The Future of Gas in Decarbonising European Energy Markets â€“ the need for a new approach",39049,"Power Generation","Thinktanks","Other",NA,0,FALSE,"other"
"1650","180500_OIES_The Role of Natural Gas, Renewables and Energy Efficiency in Decarbonisation in Germany.json","The deployment of another 250% of existing wind and PV capacity in Germany by 2050 (assuming a constant electricity consumption  not accounting for increases due to sector coupling) looks more than ambitious already with regard to locations and deployment speed, as well as the needed grid enlargement. At the same time, the storage problem for power from intermittent wind and PV is not anywhere close to a solution.","OIES",NA,2018-05-01,1,2018,"The Role of Natural Gas, Renewables and Energy Efficiency in Decarbonisation in Germany",41274,"Power Generation","Thinktanks","Other",NA,0,FALSE,"climate_objectives"
"1651","150700_OIES_The Role of Gas in UK Energy Policy.json","The LCF limits increase from 3,300m in 2013/14 to 7,600m in 2020/21. Poyry forecast that total support costs for low carbon generation could exceed 13 billion (2012 money) annually, though cost per MWh will gradually fall over time. 107 The increase in LCF limits reflects the expansion of scope to include the cost of Contracts for Difference which will replace the Renewables Obligation (this is discussed further in 4.3.6). These contracts will include new nuclear build, the first of which is the Hinkley Point C plant. Frontier Economics estimate that this project alone could add a further 1 billion annually to the LCF budget108 .","OIES",NA,2015-07-01,0,2015,"The Role of Gas in UK Energy Policy",37594,"Power Generation","Thinktanks","Other",NA,0,FALSE,"climate_instruments"
"1652","171215_SWP_German-Russian Gas Relations.json","The German government also started to face the Energiewende dilemma of steering an energy transition while letting market forces work. Natural gas consumption in Germany, in particular in the power sector, has gotten squeezed between the expansion of renewables and coal. The combination of weak carbon prices and high gas prices in Europe over the past few years has led to a decline in the competitiveness of existing gas-fired plants  some of them are being taken offline. The use of coal versus natural gas-fired power generation was a function of relative price developments.75 (<>)A decommissioning of old coal plants is under discussion, but it is challenging from a socio-political perspective in Germany. According to projections, gas consumption is forecasted to decrease in the next decade.76 (<>)For Gazprom and Russia, the implications are far-reaching, touching upon the Russian understanding of energy security as security of demand.","SWP",NA,2017-12-15,0.93983880030143,2017,"German-Russian Gas Relations",57405,"Power Generation","Thinktanks","Other",NA,0,FALSE,"realist_objectives"
"1653","201100_OIES_The market takes shape The Ukrainian gas sector to 2030.json","The phase-out of coal-fired power stations. In 2017, a National Emissions Reduction Plan (NERP) was adopted, providing for the closure or upgrading of 147 coal-fired electricity generation plants, under Ukraines obligations to the Energy Community to implement the EU Large Combustion Plants Directive (LCPD, 2001/80/EC). Nineteen plants have opted-out under the directive, meaning that they can run for 20,000 hours before closure; a further 61 opted-out plants are entitled to run for 40,000 hours under an ECS decision to reflect Ukraines situation;10 and 67 plants, covered by the NERP, are required to implement the EU Industrial Emissions Directive, meeting emissions limits by deadlines in 2028 or 2033.11 Ukraine faces political pressure to tackle more rigorously non-compliance with air pollution standards set in the NERP, and to improve monitoring.12","OIES",NA,2020-11-01,0,2020,"The market takes shape The Ukrainian gas sector to 2030",47636,"Power Generation","Thinktanks","Other",NA,0,FALSE,"climate_instruments"
"1654","181016_Bruegel_Policy Brief_The Euro-Mediterranean energy relationship a fresh perspective.json","In recent years, the SMCs have started to exploit this potential. Between 2010 and 2015, they expanded their installed wind capacity from 857 megawatt (MW) to 1,942 MW, and their installed solar capacity from 74 MW to 382 MW. The greatest share of this increase came from Morocco, which increased over the same period its installed wind capacity from 253 MW to 934 MW, and its installed solar capacity from 34 MW to 200 MW3 .","Bruegel","Policy Brief",2018-10-16,1,2018,"The Euro-Mediterranean energy relationship a fresh perspective.json",3618,"Power Generation","Thinktanks","Other",NA,0,FALSE,"other"
"1655","231100_OIES_European gas demand fundamentals Q3 2023 review, October 2023 first glance, and winter 2023 2024 outlook.json","In 2023, total electricity demand continued on the same trend (-4 per cent year-on-year in January-October) driven by lower production in energy-intensive industries, continued improvements in energy efficiency and changes in consumer behaviour to save energy. However, the electricity generation mix is dramatically different from last year as illustrated in (<>)Figure 7. There was much stronger renewable output (thanks to the continued roll-out of wind and solar and to a somewhat improved availability of hydropower) and the progressive return of nuclear, reducing the call on gas and coal plants this year.","OIES",NA,2023-11-01,0.938864169940098,2023,"European gas demand fundamentals Q3 2023 review, October 2023 first glance, and winter 2023 2024 outlook",52862,"Power Generation","Thinktanks","Other",NA,0,FALSE,"climate_instruments"
"1656","210000_OIES_Quarterly Gas Review â€“ Issue 12.json","Gas-fired generation came ahead in the merit order thanks to low natural gas prices (ample LNG supply and low gas use in power and industry) and to relatively high carbon prices (Figure 1). At a national level, the impact of coal-to-gas switching varied widely, but even in central and southeast Europe, coal and lignite generation declined due to fuel switching.","OIES",NA,2021-01-01,0,2021,"Quarterly Gas Review â€“ Issue 12",47856,"Power Generation","Thinktanks","Other",NA,1,FALSE,"liberal_objectives"
"1657","18_NRA Report_Greece_EN_Cropped.json","Moreover, as the energy system transformation has implications for maintaining energy security in the short to medium term given the ageing of the lignite generation units, it was necessary for Greece to retain in 2017 demand response measures and a capacity market mechanism with a view to ensuring power system adequacy at peak demand and integrating larger shares of intermittent sources of electricity generation. These measures were proved to be necessary during the cold spell in December 2016 and the beginning of 2017.","NRA Report","Greece",2018-01-01,0,2018,NA,23640,"Power Generation","Regulators","Southern Europe",NA,0,FALSE,"realist_instruments"
